Code_commune_INSEE;Nom_commune;Code_postal;Libellé_d_acheminement
7199;ROSIERES;07260;ROSIERES
7275;ST MELANY;07260;ST MELANY
7201;RUOMS;07120;RUOMS
7277;ST MICHEL DE BOULOGNE;07200;ST MICHEL DE BOULOGNE
7202;SABLIERES;07260;SABLIERES
7278;ST MICHEL DE CHABRILLANOUX;07360;ST MICHEL DE CHABRILLANOUX
7203;SAGNES ET GOUDOULET;07450;SAGNES ET GOUDOULET
7300;ST THOME;07220;ST THOME
7204;ST AGREVE;07320;ST AGREVE
7312;SECHERAS;07610;SECHERAS
7213;ST ANDRE LACHAMP;07230;ST ANDRE LACHAMP
7313;SERRIERES;07340;SERRIERES
7215;ST BARTHELEMY LE MEIL;07160;ST BARTHELEMY LE MEIL
7334;LES VANS;07140;LES VANS
7216;ST BARTHELEMY GROZON;07270;ST BARTHELEMY GROZON
7334;LES VANS;07140;LES VANS
7218;ST BASILE;07270;ST BASILE
7337;VERNOSC LES ANNONAY;07430;VERNOSC LES ANNONAY
7229;ST DIDIER SOUS AUBENAS;07200;ST DIDIER SOUS AUBENAS
7343;VINEZAC;07110;VINEZAC
7231;ST ETIENNE DE FONTBELLON;07200;ST ETIENNE DE FONTBELLON
8023;ARTAISE LE VIVIER;08390;ARTAISE LE VIVIER
7238;ST GENEST DE BEAUZON;07230;ST GENEST DE BEAUZON
8024;ASFELD;08190;ASFELD
7243;ST JACQUES D ATTICIEUX;07340;ST JACQUES D ATTICIEUX
8025;ATTIGNY;08130;ATTIGNY
7251;ST JOSEPH DES BANCS;07530;ST JOSEPH DES BANCS
8028;AUBRIVES;08320;AUBRIVES
7254;ST JULIEN DU SERRE;07200;ST JULIEN DU SERRE
8029;AUFLANCE;08370;AUFLANCE
7262;ST LAURENT BAINS LAVAL D AURELLE;07590;ST LAURENT BAINS LAVAL D AURELLE
8031;AURE;08400;AURE
7263;ST LAURENT SOUS COIRON;07170;ST LAURENT SOUS COIRON
8034;AUTRECOURT ET POURRON;08210;AUTRECOURT ET POURRON
7264;ST MARCEL D ARDECHE;07700;ST MARCEL D ARDECHE
8036;AUTRY;08250;AUTRY
7274;ST MAURICE EN CHALENCON;07190;ST MAURICE EN CHALENCON
8048;BARBY;08300;BARBY
7276;ST MICHEL D AURANCE;07160;ST MICHEL D AURANCE
8049;BAR LES BUZANCY;08240;BAR LES BUZANCY
7279;ST MONTAN;07220;ST MONTAN
8053;BAZEILLES;08140;BAZEILLES
7283;ST PIERRE LA ROCHE;07400;ST PIERRE LA ROCHE
8053;BAZEILLES;08140;BAZEILLES
7288;ST PRIEST;07000;ST PRIEST
8060;BERGNICOURT;08300;BERGNICOURT
7294;ST SAUVEUR DE CRUZIERES;07460;ST SAUVEUR DE CRUZIERES
8073;BOSSUS LES RUMIGNY;08290;BOSSUS LES RUMIGNY
7296;ST SERNIN;07200;ST SERNIN
8074;BOUCONVILLE;08250;BOUCONVILLE
7303;ST VINCENT DE DURFORT;07360;ST VINCENT DE DURFORT
8078;BOURG FIDELE;08230;BOURG FIDELE
7308;SARRAS;07370;SARRAS
8088;BULSON;08450;BULSON
7310;SAVAS;07430;SAVAS
8096;CHALANDRY ELAIRE;08160;CHALANDRY ELAIRE
7311;SCEAUTRES;07400;SCEAUTRES
8099;CHAMPIGNEUL SUR VENCE;08430;CHAMPIGNEUL SUR VENCE
7325;UCEL;07200;UCEL
8100;CHAMPLIN;08260;CHAMPLIN
7328;VAGNAS;07150;VAGNAS
8110;LE CHATELET SUR SORMONNE;08150;LE CHATELET SUR SORMONNE
7332;VALVIGNERES;07400;VALVIGNERES
8113;CHAUMONT PORCIEN;08220;CHAUMONT PORCIEN
7334;LES VANS;07140;LES VANS
8115;CHEMERY CHEHERY;08450;CHEMERY CHEHERY
7335;VAUDEVANT;07410;VAUDEVANT
8122;CHOOZ;08600;CHOOZ
7336;VERNON;07260;VERNON
8124;CLAVY WARBY;08460;CLAVY WARBY
7341;VILLENEUVE DE BERG;07170;VILLENEUVE DE BERG
8126;CONDE LES HERPY;08360;CONDE LES HERPY
7345;VION;07610;VION
8130;CONTREUVE;08400;CONTREUVE
8004;AIRE;08190;AIRE
8139;DEVILLE;08800;DEVILLE
8011;ANCHAMPS;08500;ANCHAMPS
8144;DOUX;08300;DOUX
8013;ANGECOURT;08450;ANGECOURT
8163;FAISSAULT;08270;FAISSAULT
8018;ARDEUIL ET MONTFAUXELLES;08400;ARDEUIL ET MONTFAUXELLES
8172;FLIGNY;08380;FLIGNY
8032;AUSSONCE;08310;AUSSONCE
8173;FLIZE;08160;FLIZE
8040;LES AYVELLES;08000;LES AYVELLES
8179;FRANCHEVAL;08140;FRANCHEVAL
8045;BALLAY;08400;BALLAY
8182;LE FRETY;08290;LE FRETY
8047;BARBAISE;08430;BARBAISE
8185;FUMAY;08170;FUMAY
8056;BEFFU ET LE MORTHOMME;08250;BEFFU ET LE MORTHOMME
8192;GIVRON;08220;GIVRON
8061;LA BERLIERE;08240;LA BERLIERE
8193;GIVRY;08130;GIVRY
8062;BERTONCOURT;08300;BERTONCOURT
8198;GRANDPRE;08250;GRANDPRE
8067;BLAGNY;08110;BLAGNY
8198;GRANDPRE;08250;GRANDPRE
8070;BLANZY LA SALONNAISE;08190;BLANZY LA SALONNAISE
8203;GUIGNICOURT SUR VENCE;08430;GUIGNICOURT SUR VENCE
8077;BOURCQ;08400;BOURCQ
8204;GUINCOURT;08130;GUINCOURT
8090;CARIGNAN;08110;CARIGNAN
8205;HAGNICOURT;08430;HAGNICOURT
8092;CAUROY;08310;CAUROY
8207;HAM SUR MEUSE;08600;HAM SUR MEUSE
8103;CHARBOGNE;08130;CHARBOGNE
8212;HARCY;08150;HARCY
8104;CHARDENY;08400;CHARDENY
8214;HARGNIES;08170;HARGNIES
8105;CHARLEVILLE MEZIERES;08000;CHARLEVILLE MEZIERES
8220;HAUVINE;08310;HAUVINE
8113;CHAUMONT PORCIEN;08220;CHAUMONT PORCIEN
8223;HERBEUVAL;08370;HERBEUVAL
8133;COUCY;08300;COUCY
8225;HERPY L ARLESIENNE;08360;HERPY L ARLESIENNE
8148;L ECAILLE;08300;L ECAILLE
8229;HOUDILCOURT;08190;HOUDILCOURT
8151;ECORDAL;08130;ECORDAL
8238;JONVAL;08130;JONVAL
8154;ESTREBAY;08260;ESTREBAY
8242;LAIFOUR;08800;LAIFOUR
8156;ETEIGNIERES;08260;ETEIGNIERES
8247;LANDRICHAMPS;08600;LANDRICHAMPS
8162;FAGNON;08090;FAGNON
8250;LEFFINCOURT;08310;LEFFINCOURT
8166;FEPIN;08170;FEPIN
8251;LEPRON LES VALLEES;08150;LEPRON LES VALLEES
8168;LA FERTE SUR CHIERS;08370;LA FERTE SUR CHIERS
8254;LIART;08290;LIART
8169;FLAIGNES HAVYS;08260;FLAIGNES HAVYS
8256;LIRY;08400;LIRY
8170;FLEIGNEUX;08200;FLEIGNEUX
8262;LUCQUY;08300;LUCQUY
8173;FLIZE;08160;FLIZE
8273;MARBY;08260;MARBY
8174;FLOING;08200;FLOING
8279;MARS SOUS BOURCQ;08400;MARS SOUS BOURCQ
8175;FOISCHES;08600;FOISCHES
8284;LES MAZURES;08500;LES MAZURES
8184;FROMY;08370;FROMY
8286;MENIL ANNELLES;08310;MENIL ANNELLES
8187;GERNELLE;08440;GERNELLE
8296;MONTCHEUTIN;08250;MONTCHEUTIN
8191;GIVONNE;08200;GIVONNE
8302;MONTHERME;08800;MONTHERME
8196;GRANDCHAMP;08270;GRANDCHAMP
8311;MOUZON;08210;MOUZON
8219;HAUTEVILLE;08300;HAUTEVILLE
8318;LA NEUVILLE AUX JOUTES;08380;LA NEUVILLE AUX JOUTES
8230;HOULDIZY;08090;HOULDIZY
8327;NOUVION SUR MEUSE;08160;NOUVION SUR MEUSE
8232;ILLY;08200;ILLY
8329;NOVION PORCIEN;08270;NOVION PORCIEN
8233;IMECOURT;08240;IMECOURT
8333;OLIZY PRIMAT;08250;OLIZY PRIMAT
8234;INAUMONT;08300;INAUMONT
8334;OMICOURT;08450;OMICOURT
8242;LAIFOUR;08800;LAIFOUR
8335;OMONT;08430;OMONT
8249;LAVAL MORENCY;08150;LAVAL MORENCY
8336;OSNES;08110;OSNES
8272;MARANWEZ;08460;MARANWEZ
8349;PURE;08110;PURE
8281;MATTON ET CLEMENCY;08110;MATTON ET CLEMENCY
8373;RUMIGNY;08290;RUMIGNY
8288;MESMONT;08270;MESMONT
8381;ST GERMAINMONT;08190;ST GERMAINMONT
8293;MOIRY;08370;MOIRY
8385;ST LAURENT;08090;ST LAURENT
8298;MONTCY NOTRE DAME;08090;MONTCY NOTRE DAME
8388;ST MARCEAU;08160;ST MARCEAU
8302;MONTHERME;08800;MONTHERME
8391;ST MENGES;08200;ST MENGES
8304;MONTIGNY SUR MEUSE;08170;MONTIGNY SUR MEUSE
8394;ST PIERREMONT;08240;ST PIERREMONT
8305;MONTIGNY SUR VENCE;08430;MONTIGNY SUR VENCE
8404;SAULT ST REMY;08190;SAULT ST REMY
8306;MONT LAURENT;08130;MONT LAURENT
8405;SAUVILLE;08390;SAUVILLE
8309;MONT ST REMY;08310;MONT ST REMY
8407;SECHAULT;08250;SECHAULT
8310;MOURON;08250;MOURON
8412;SENUC;08250;SENUC
8321;NEUVILLE DAY;08130;NEUVILLE DAY
8413;SERAINCOURT;08220;SERAINCOURT
8322;NEUVILLE LES THIS;08090;NEUVILLE LES THIS
8415;SERY;08270;SERY
8326;NOUART;08240;NOUART
8417;SEVIGNY LA FORET;08230;SEVIGNY LA FORET
8330;NOVY CHEVRIERES;08300;NOVY CHEVRIERES
8427;SORBON;08300;SORBON
8332;OCHES;08240;OCHES
8429;SORMONNE;08150;SORMONNE
8333;OLIZY PRIMAT;08250;OLIZY PRIMAT
8431;SUGNY;08400;SUGNY
8339;PERTHES;08300;PERTHES
8434;SY;08390;SY
8342;POURU AUX BOIS;08140;POURU AUX BOIS
8435;TAGNON;08300;TAGNON
8343;POURU ST REMY;08140;POURU ST REMY
8438;TAIZY;08360;TAIZY
8344;PREZ;08290;PREZ
8448;THILAY;08800;THILAY
8347;PUILLY ET CHARBEAUX;08370;PUILLY ET CHARBEAUX
8448;THILAY;08800;THILAY
8356;REMAUCOURT;08220;REMAUCOURT
8449;THIN LE MOUTIER;08460;THIN LE MOUTIER
8358;REMILLY LES POTHEES;08150;REMILLY LES POTHEES
8452;THUGNY TRUGNY;08300;THUGNY TRUGNY
8365;RIMOGNE;08150;RIMOGNE
8453;TOGES;08400;TOGES
8366;ROCQUIGNY;08220;ROCQUIGNY
8458;TOURTERON;08130;TOURTERON
8367;ROCROI;08230;ROCROI
8462;VAUX CHAMPAGNE;08130;VAUX CHAMPAGNE
8368;ROIZY;08190;ROIZY
8466;VAUX LES MOUZON;08210;VAUX LES MOUZON
8370;ROUVROY SUR AUDRY;08150;ROUVROY SUR AUDRY
8468;VAUX VILLAINE;08150;VAUX VILLAINE
8383;ST JUVIN;08250;ST JUVIN
8480;VILLERS SEMEUSE;08000;VILLERS SEMEUSE
8384;ST LAMBERT ET MONT DE JEUX;08130;ST LAMBERT ET MONT DE JEUX
8486;VIREUX MOLHAIN;08320;VIREUX MOLHAIN
8386;ST LOUP EN CHAMPAGNE;08300;ST LOUP EN CHAMPAGNE
8490;VOUZIERS;08400;VOUZIERS
8392;ST MOREL;08400;ST MOREL
8503;YVERNAUMONT;08430;YVERNAUMONT
8406;SAVIGNY SUR AISNE;08400;SAVIGNY SUR AISNE
9001;AIGUES JUNTES;09240;AIGUES JUNTES
8411;SEMUY;08130;SEMUY
9013;ARABAUX;09000;ARABAUX
8419;SIGNY L ABBAYE;08460;SIGNY L ABBAYE
9018;ARROUT;09800;ARROUT
8420;SIGNY LE PETIT;08380;SIGNY LE PETIT
9024;ASTON;09310;ASTON
8428;SORCY BAUTHEMONT;08270;SORCY BAUTHEMONT
9026;AUDRESSEIN;09800;AUDRESSEIN
8436;TAILLETTE;08230;TAILLETTE
9027;AUGIREIN;09800;AUGIREIN
8437;TAILLY;08240;TAILLY
9048;BELLOC;09600;BELLOC
8440;TARZY;08380;TARZY
9052;BESSET;09500;BESSET
8445;THELONNE;08350;THELONNE
9060;BONNAC;09100;BONNAC
8446;THENORGUES;08240;THENORGUES
9063;LE BOSC;09000;LE BOSC
8457;TOURNES;08090;TOURNES
9067;BRIE;09700;BRIE
8463;VAUX EN DIEULET;08240;VAUX EN DIEULET
9070;LES CABANNES;09310;LES CABANNES
8465;VAUX LES RUBIGNY;08220;VAUX LES RUBIGNY
9071;CADARCET;09240;CADARCET
8469;VENDRESSE;08160;VENDRESSE
9072;CALZAN;09120;CALZAN
8469;VENDRESSE;08160;VENDRESSE
9074;CAMON;09500;CAMON
8471;VERRIERES;08390;VERRIERES
9076;CANTE;09700;CANTE
8472;VIEL ST REMY;08270;VIEL ST REMY
9082;CASTELNAU DURBAN;09420;CASTELNAU DURBAN
8473;VIEUX LES ASFELD;08190;VIEUX LES ASFELD
9085;CASTILLON EN COUSERANS;09800;CASTILLON EN COUSERANS
8479;VILLERS LE TOURNEUR;08430;VILLERS LE TOURNEUR
9086;CAUMONT;09160;CAUMONT
8481;VILLERS SUR BAR;08350;VILLERS SUR BAR
9090;CAZAUX;09120;CAZAUX
8485;VILLY;08370;VILLY
9097;CLERMONT;09420;CLERMONT
8490;VOUZIERS;08400;VOUZIERS
9104;DALOU;09120;DALOU
8491;VRIGNE AUX BOIS;08330;VRIGNE AUX BOIS
9108;DURBAN SUR ARIZE;09240;DURBAN SUR ARIZE
8494;WADELINCOURT;08200;WADELINCOURT
9110;ENCOURTIECH;09200;ENCOURTIECH
9002;AIGUES VIVES;09600;AIGUES VIVES
9119;EYCHEIL;09200;EYCHEIL
9003;L AIGUILLON;09300;L AIGUILLON
9128;GAJAN;09190;GAJAN
9005;ALEU;09320;ALEU
9130;GANAC;09000;GANAC
9006;ALLIAT;09400;ALLIAT
9139;L HOSPITALET PRES L ANDORRE;09390;L HOSPITALET PRES L ANDORRE
9019;ARTIGAT;09130;ARTIGAT
9142;ILHAT;09300;ILHAT
9031;AXIAT;09250;AXIAT
9151;LANOUX;09130;LANOUX
9032;AX LES THERMES;09110;AX LES THERMES
9154;LARBONT;09240;LARBONT
9039;LA BASTIDE DE BOUSIGNAC;09500;LA BASTIDE DE BOUSIGNAC
9159;LASSUR;09310;LASSUR
9041;LA BASTIDE DU SALAT;09160;LA BASTIDE DU SALAT
9161;LERAN;09600;LERAN
9045;BEDEILHAC ET AYNAT;09400;BEDEILHAC ET AYNAT
9163;LESCOUSSE;09100;LESCOUSSE
9062;BORDES UCHENTEIN;09800;BORDES UCHENTEIN
9164;LESCURE;09420;LESCURE
9065;BOUSSENAC;09320;BOUSSENAC
9171;LORDAT;09250;LORDAT
9073;CAMARADE;09290;CAMARADE
9183;MAUVEZIN DE PRAT;09160;MAUVEZIN DE PRAT
9081;LE CARLARET;09100;LE CARLARET
9193;MIJANES;09460;MIJANES
9084;CASTEX;09350;CASTEX
9209;MONTJOIE EN COUSERANS;09200;MONTJOIE EN COUSERANS
9087;CAUSSOU;09250;CAUSSOU
9209;MONTJOIE EN COUSERANS;09200;MONTJOIE EN COUSERANS
9093;CELLES;09000;CELLES
9212;MONTSERON;09240;MONTSERON
9099;COS;09000;COS
9217;NIAUX;09400;NIAUX
9101;COUSSA;09120;COUSSA
9224;PAILHES;09130;PAILHES
9107;DUN;09600;DUN
9232;PRADES;09110;PRADES
9113;ERCE;09140;ERCE
9244;RIEUCROS;09500;RIEUCROS
9124;LE FOSSAT;09130;LE FOSSAT
9245;RIEUX DE PELLEPORT;09120;RIEUX DE PELLEPORT
9143;ILLIER ET LARAMADE;09220;ILLIER ET LARAMADE
9246;RIMONT;09420;RIMONT
9165;LESPARROU;09300;LESPARROU
9262;ST JEAN D AIGUES VIVES;09300;ST JEAN D AIGUES VIVES
9169;LIMBRASSAC;09600;LIMBRASSAC
9263;ST JEAN DU CASTILLONNAIS;09800;ST JEAN DU CASTILLONNAIS
9174;LOUBIERES;09000;LOUBIERES
9264;ST JEAN DE VERGES;09000;ST JEAN DE VERGES
9175;LUDIES;09100;LUDIES
9266;ST JULIEN DE GRAS CAPOU;09500;ST JULIEN DE GRAS CAPOU
9184;MAUVEZIN DE STE CROIX;09230;MAUVEZIN DE STE CROIX
9270;ST MARTIN D OYDES;09100;ST MARTIN D OYDES
9188;MERCUS GARRABET;09400;MERCUS GARRABET
9271;ST MICHEL;09100;ST MICHEL
9189;MERENS LES VALS;09110;MERENS LES VALS
9272;ST PAUL DE JARRAT;09000;ST PAUL DE JARRAT
9196;MONTAGAGNE;09240;MONTAGAGNE
9273;ST PIERRE DE RIVIERE;09000;ST PIERRE DE RIVIERE
9198;MONTARDIT;09230;MONTARDIT
9292;SENTENAC DE SEROU;09240;SENTENAC DE SEROU
9203;MONTELS;09240;MONTELS
9297;SOR;09800;SOR
9214;MOULIS;09200;MOULIS
9299;SOUEIX ROGALLE;09140;SOUEIX ROGALLE
9234;PRADIERES;09000;PRADIERES
9299;SOUEIX ROGALLE;09140;SOUEIX ROGALLE
9238;LES PUJOLS;09100;LES PUJOLS
9303;SURBA;09400;SURBA
9239;QUERIGUT;09460;QUERIGUT
9310;THOUARS SUR ARIZE;09350;THOUARS SUR ARIZE
9251;ROUMENGOUX;09500;ROUMENGOUX
9312;LA TOUR DU CRIEU;09100;LA TOUR DU CRIEU
9254;ST AMADOU;09100;ST AMADOU
9320;URS;09310;URS
9255;ST AMANS;09100;ST AMANS
9325;VAYCHIS;09110;VAYCHIS
9258;ST FELIX DE RIEUTORD;09120;ST FELIX DE RIEUTORD
9329;VERNAJOUL;09000;VERNAJOUL
9260;STE FOI;09500;STE FOI
9334;VAL DE SOS;09220;VAL DE SOS
9261;ST GIRONS;09200;ST GIRONS
9339;VILLENEUVE DU PAREAGE;09100;VILLENEUVE DU PAREAGE
9268;ST LIZIER;09190;ST LIZIER
9340;VIRA;09120;VIRA
9269;ST MARTIN DE CARALP;09000;ST MARTIN DE CARALP
9341;VIVIES;09500;VIVIES
9279;SALSEIN;09800;SALSEIN
10006;ARCIS SUR AUBE;10700;ARCIS SUR AUBE
9280;SAURAT;09400;SAURAT
10007;ARCONVILLE;10200;ARCONVILLE
9284;SEGURA;09120;SEGURA
10012;ARSONVAL;10200;ARSONVAL
9290;SENTEIN;09800;SENTEIN
10017;AULNAY;10240;AULNAY
9291;SENTENAC D OUST;09140;SENTENAC D OUST
10019;VAL D AUZON;10220;VAL D AUZON
9293;SERRES SUR ARGET;09000;SERRES SUR ARGET
10023;AVON LA PEZE;10290;AVON LA PEZE
9294;SIEURAS;09130;SIEURAS
10027;BALIGNICOURT;10330;BALIGNICOURT
9296;AULOS SINSAT;09310;AULOS SINSAT
10028;BALNOT LA GRANGE;10210;BALNOT LA GRANGE
9300;SOULA;09000;SOULA
10044;BETIGNICOURT;10500;BETIGNICOURT
9305;TABRE;09600;TABRE
10053;BOURANTON;10270;BOURANTON
9306;TARASCON SUR ARIEGE;09400;TARASCON SUR ARIEGE
10055;BOURGUIGNONS;10110;BOURGUIGNONS
9308;TAURIGNAN VIEUX;09190;TAURIGNAN VIEUX
10057;BOUY SUR ORVIN;10400;BOUY SUR ORVIN
9309;TEILHET;09500;TEILHET
10060;BREVIANDES;10450;BREVIANDES
9311;TIGNAC;09110;TIGNAC
10064;BRIENNE LE CHATEAU;10500;BRIENNE LE CHATEAU
9313;TOURTOUSE;09230;TOURTOUSE
10067;BUCHERES;10800;BUCHERES
9316;TROYE D ARIEGE;09500;TROYE D ARIEGE
10070;CELLES SUR OURCE;10110;CELLES SUR OURCE
9321;USSAT;09400;USSAT
10071;CHACENAY;10110;CHACENAY
9326;VEBRE;09310;VEBRE
10075;CHAMPFLEURY;10700;CHAMPFLEURY
9334;VAL DE SOS;09220;VAL DE SOS
10083;CHAPPES;10260;CHAPPES
9335;VILLENEUVE;09800;VILLENEUVE
10090;CHAUCHIGNY;10170;CHAUCHIGNY
9336;VILLENEUVE D OLMES;09300;VILLENEUVE D OLMES
10099;CHESSY LES PRES;10130;CHESSY LES PRES
10011;ARRENTIERES;10200;ARRENTIERES
10101;COCLOIS;10240;COCLOIS
10018;AUXON;10130;AUXON
10103;COLOMBE LE SEC;10200;COLOMBE LE SEC
10019;VAL D AUZON;10220;VAL D AUZON
10105;COURCELLES SUR VOIRE;10500;COURCELLES SUR VOIRE
10022;AVIREY LINGEY;10340;AVIREY LINGEY
10110;COURTERANGES;10270;COURTERANGES
10029;BALNOT SUR LAIGNES;10110;BALNOT SUR LAIGNES
10111;COURTERON;10250;COURTERON
10031;BARBUISE;10400;BARBUISE
10120;CUSSANGY;10210;CUSSANGY
10040;BERNON;10130;BERNON
10121;DAMPIERRE;10240;DAMPIERRE
10041;BERTIGNOLLES;10110;BERTIGNOLLES
10122;DAVREY;10130;DAVREY
10042;BERULLE;10160;BERULLE
10125;DIERREY ST PIERRE;10190;DIERREY ST PIERRE
10043;BESSY;10170;BESSY
10128;DONNEMENT;10330;DONNEMENT
10045;BEUREY;10140;BEUREY
10148;FERREUX QUINCEY;10400;FERREUX QUINCEY
10052;BOULAGES;10380;BOULAGES
10160;FRAVAUX;10200;FRAVAUX
10056;BOUY LUXEMBOURG;10220;BOUY LUXEMBOURG
10162;FRESNOY LE CHATEAU;10270;FRESNOY LE CHATEAU
10058;BRAGELOGNE BEAUVOIR;10340;BRAGELOGNE BEAUVOIR
10163;FULIGNY;10200;FULIGNY
10074;CHAMOY;10130;CHAMOY
10169;GUMERY;10400;GUMERY
10079;CHANNES;10340;CHANNES
10178;JESSAINS;10140;JESSAINS
10080;CHAOURCE;10210;CHAOURCE
10181;JULLY SUR SARCE;10260;JULLY SUR SARCE
10082;CHAPELLE VALLON;10700;CHAPELLE VALLON
10184;JUZANVIGNY;10500;JUZANVIGNY
10085;CHARMOY;10290;CHARMOY
10199;LOCHES SUR OURCE;10110;LOCHES SUR OURCE
10086;CHARNY LE BACHOT;10380;CHARNY LE BACHOT
10204;LONGEVILLE SUR MOGNE;10320;LONGEVILLE SUR MOGNE
10091;CHAUDREY;10240;CHAUDREY
10206;LONGSOLS;10240;LONGSOLS
10095;LE CHENE;10700;LE CHENE
10209;LUSIGNY SUR BARSE;10270;LUSIGNY SUR BARSE
10097;CHERVEY;10110;CHERVEY
10210;LUYERES;10150;LUYERES
10102;COLOMBE LA FOSSE;10200;COLOMBE LA FOSSE
10211;MACEY;10300;MACEY
10104;CORMOST;10800;CORMOST
10235;MESNIL LA COMTESSE;10700;MESNIL LA COMTESSE
10106;COURCEROY;10400;COURCEROY
10236;MESNIL LETTRE;10240;MESNIL LETTRE
10109;COURTENOT;10260;COURTENOT
10240;MESSON;10190;MESSON
10116;CRESANTIGNES;10320;CRESANTIGNES
10246;MONTCEAUX LES VAUDES;10260;MONTCEAUX LES VAUDES
10119;CUNFIN;10360;CUNFIN
10249;MONTIERAMEY;10270;MONTIERAMEY
10131;DROUPT ST BASLE;10170;DROUPT ST BASLE
10251;MONTIGNY LES MONTS;10130;MONTIGNY LES MONTS
10136;EGUILLY SOUS BOIS;10110;EGUILLY SOUS BOIS
10257;MOREMBERT;10240;MOREMBERT
10153;FONTAINE MACON;10400;FONTAINE MACON
10259;LA MOTTE TILLY;10400;LA MOTTE TILLY
10154;FONTENAY DE BOSSERY;10400;FONTENAY DE BOSSERY
10266;NOGENT EN OTHE;10160;NOGENT EN OTHE
10155;FONTETTE;10360;FONTETTE
10267;NOGENT SUR AUBE;10240;NOGENT SUR AUBE
10159;FRALIGNES;10110;FRALIGNES
10272;ORMES;10700;ORMES
10167;GRANDVILLE;10700;GRANDVILLE
10293;POIVRES;10700;POIVRES
10168;LES GRANGES;10210;LES GRANGES
10294;POLIGNY;10110;POLIGNY
10170;GYE SUR SEINE;10250;GYE SUR SEINE
10301;POUY SUR VANNES;10290;POUY SUR VANNES
10176;JAUCOURT;10200;JAUCOURT
10308;PRUNAY BELLEVILLE;10350;PRUNAY BELLEVILLE
10177;JAVERNANT;10320;JAVERNANT
10312;RACINES;10130;RACINES
10185;LAGESSE;10210;LAGESSE
10325;ROSIERES PRES TROYES;10430;ROSIERES PRES TROYES
10188;LANTAGES;10210;LANTAGES
10327;LA ROTHIERE;10500;LA ROTHIERE
10192;LENTILLES;10330;LENTILLES
10328;ROUILLY SACEY;10220;ROUILLY SACEY
10193;LESMONT;10500;LESMONT
10330;ROUVRES LES VIGNES;10200;ROUVRES LES VIGNES
10201;LA LOGE POMBLIN;10210;LA LOGE POMBLIN
10340;ST GERMAIN;10120;ST GERMAIN
10211;MACEY;10300;MACEY
10340;ST GERMAIN;10120;ST GERMAIN
10213;MAGNANT;10110;MAGNANT
10342;ST JEAN DE BONNEVAL;10320;ST JEAN DE BONNEVAL
10214;MAGNICOURT;10240;MAGNICOURT
10343;ST JULIEN LES VILLAS;10800;ST JULIEN LES VILLAS
10215;MAGNY FOUCHARD;10140;MAGNY FOUCHARD
10347;ST LOUP DE BUFFIGNY;10100;ST LOUP DE BUFFIGNY
10216;MAILLY LE CAMP;10230;MAILLY LE CAMP
10352;STE MAURE;10150;STE MAURE
10223;MARCILLY LE HAYER;10290;MARCILLY LE HAYER
10352;STE MAURE;10150;STE MAURE
10228;MATHAUX;10500;MATHAUX
10357;ST PARRES AUX TERTRES;10410;ST PARRES AUX TERTRES
10230;MERGEY;10600;MERGEY
10358;ST PARRES LES VAUDES;10260;ST PARRES LES VAUDES
10232;MERREY SUR ARCE;10110;MERREY SUR ARCE
10361;ST REMY SOUS BARBUISE;10700;ST REMY SOUS BARBUISE
10239;MESNIL SELLIERES;10220;MESNIL SELLIERES
10363;ST THIBAULT;10800;ST THIBAULT
10245;MONTAULIN;10270;MONTAULIN
10371;SOMMEVAL;10320;SOMMEVAL
10262;NEUVILLE SUR SEINE;10250;NEUVILLE SUR SEINE
10377;THIL;10200;THIL
10265;LES NOES PRES TROYES;10420;LES NOES PRES TROYES
10382;TRAINEL;10400;TRAINEL
10268;NOGENT SUR SEINE;10400;NOGENT SUR SEINE
10388;TURGY;10210;TURGY
10274;ORVILLIERS ST JULIEN;10170;ORVILLIERS ST JULIEN
10396;VAUCHASSIS;10190;VAUCHASSIS
10284;PERIGNY LA ROSE;10400;PERIGNY LA ROSE
10402;LA VENDUE MIGNOT;10800;LA VENDUE MIGNOT
10285;PERTHES LES BRIENNE;10500;PERTHES LES BRIENNE
10404;VERPILLIERES SUR OURCE;10360;VERPILLIERES SUR OURCE
10290;PLANTY;10160;PLANTY
10409;VILLACERF;10600;VILLACERF
10300;POUGY;10240;POUGY
10411;LA VILLE AUX BOIS;10500;LA VILLE AUX BOIS
10306;PROVERVILLE;10200;PROVERVILLE
10417;VILLEMOIRON EN OTHE;10160;VILLEMOIRON EN OTHE
10315;RANCES;10500;RANCES
10418;VILLEMORIEN;10110;VILLEMORIEN
10318;RIGNY LA NONNEUSE;10290;RIGNY LA NONNEUSE
10420;VILLENAUXE LA GRANDE;10370;VILLENAUXE LA GRANDE
10319;RIGNY LE FERRON;10160;RIGNY LE FERRON
10426;VILLE SOUS LA FERTE;10310;VILLE SOUS LA FERTE
10320;RILLY STE SYRE;10280;RILLY STE SYRE
10427;VILLE SUR ARCE;10110;VILLE SUR ARCE
2545;LA NEUVILLE BOSMONT;02250;LA NEUVILLE BOSMONT
10323;ROMILLY SUR SEINE;10100;ROMILLY SUR SEINE
10428;VILLE SUR TERRE;10200;VILLE SUR TERRE
2549;NEUVILLE ST AMAND;02100;NEUVILLE ST AMAND
10326;ROSNAY L HOPITAL;10500;ROSNAY L HOPITAL
10438;VITRY LE CROISE;10110;VITRY LE CROISE
2551;NEUVILLE SUR MARGIVAL;02880;NEUVILLE SUR MARGIVAL
